,algorithm,policy,machine_id,workload_type,avg_cpu_actual,avg_cpu_predicted,avg_solar_pv,energy_consumed_wh,green_energy_wh,grid_energy_wh,geuf_percentage
0,TempoSight,PREDICTIVE_CARBON_AWARE,"(1,)",SMALL,23.12166674931667,23.2,0.9333422966820039,111.56083337465832,111.56083337465832,0.0,100.0
1,TempoSight,NAIVE_CARBON_AWARE,"(1,)",SMALL,23.12166674931667,23.2,0.9333422966820039,111.56083337465832,111.56083337465832,0.0,100.0
2,TempoSight,GREEN_OBLIVIOUS,"(1,)",SMALL,20.60833323796,20.52,0.1830581098892312,110.30416661897999,54.356218385524144,55.94794823345584,49.27848154030755
3,TempoSight,PREDICTIVE_CARBON_AWARE,"(4,)",SMALL,25.753333409631665,25.31,0.9333422966820039,112.87666670481582,112.87666670481582,0.0,100.0
4,TempoSight,NAIVE_CARBON_AWARE,"(4,)",SMALL,25.753333409631665,25.31,0.9333422966820039,112.87666670481582,112.87666670481582,0.0,100.0
5,TempoSight,GREEN_OBLIVIOUS,"(4,)",SMALL,20.365000041331665,20.05,0.6014857074860004,110.18250002066583,109.05952900088458,1.1229710197812555,98.98080818680769
6,TempoSight,PREDICTIVE_CARBON_AWARE,"(9,)",SMALL,24.19999990463667,23.69,0.9333422966820039,112.09999995231831,112.09999995231831,0.0,100.0
7,TempoSight,NAIVE_CARBON_AWARE,"(9,)",SMALL,24.19999990463667,23.69,0.9333422966820039,112.09999995231831,112.09999995231831,0.0,100.0
8,TempoSight,GREEN_OBLIVIOUS,"(9,)",SMALL,20.729999987283335,20.03,0.4975242217022364,110.36499999364167,79.99841102427877,30.36658896936291,72.48530877441908
9,TempoSight,PREDICTIVE_CARBON_AWARE,"(25,)",SMALL,31.47166652679166,30.98,0.9333422966820039,115.73583326339583,115.73583326339583,0.0,100.0
10,TempoSight,NAIVE_CARBON_AWARE,"(25,)",SMALL,31.47166652679166,30.98,0.9333422966820039,115.73583326339583,115.73583326339583,0.0,100.0
11,TempoSight,GREEN_OBLIVIOUS,"(25,)",SMALL,24.541666603088334,24.23,0.5781743739918873,112.27083330154414,109.1515710262146,3.1192622753295582,97.22166284545905
12,TempoSight,PREDICTIVE_CARBON_AWARE,"(47,)",SMALL,28.80833339690834,28.98,0.9333422966820039,114.40416669845418,114.40416669845418,0.0,100.0
13,TempoSight,NAIVE_CARBON_AWARE,"(47,)",SMALL,28.80833339690834,28.98,0.9333422966820039,114.40416669845418,114.40416669845418,0.0,100.0
14,TempoSight,GREEN_OBLIVIOUS,"(47,)",SMALL,20.288333368310003,20.05,0.5781743739918873,110.144166684155,107.39157109138544,2.7525955927695565,97.50091568565516
15,TempoSight,PREDICTIVE_CARBON_AWARE,"(48,)",SMALL,25.88833347956334,25.86,0.9333422966820039,112.94416673978168,112.94416673978168,0.0,100.0
16,TempoSight,NAIVE_CARBON_AWARE,"(48,)",SMALL,25.88833347956334,25.86,0.9333422966820039,112.94416673978168,112.94416673978168,0.0,100.0
17,TempoSight,GREEN_OBLIVIOUS,"(48,)",SMALL,20.39499993324667,20.45,0.6027659466941574,110.19749996662333,107.64865328001508,2.5488466866082344,97.68701949918987
18,TempoSight,PREDICTIVE_CARBON_AWARE,"(53,)",SMALL,33.850000095376664,33.4,0.9333422966820039,116.92500004768833,116.92500004768833,0.0,100.0
19,TempoSight,NAIVE_CARBON_AWARE,"(53,)",SMALL,33.850000095376664,33.4,0.9333422966820039,116.92500004768833,116.92500004768833,0.0,100.0
20,TempoSight,GREEN_OBLIVIOUS,"(53,)",SMALL,22.713333257043335,22.94,0.5781743739918873,111.35666662852164,108.64573768652376,2.7109289419978895,97.56554409890757
21,TempoSight,PREDICTIVE_CARBON_AWARE,"(56,)",SMALL,21.123333295188335,20.83,0.9333422966820039,110.56166664759415,110.56166664759415,0.0,100.0
22,TempoSight,NAIVE_CARBON_AWARE,"(56,)",SMALL,21.123333295188335,20.83,0.9333422966820039,110.56166664759415,110.56166664759415,0.0,100.0
23,TempoSight,GREEN_OBLIVIOUS,"(56,)",SMALL,20.98500000636167,20.3,0.8622155952208375,110.49250000318085,106.20513116130846,4.287368841872383,96.1197648331344
24,TempoSight,PREDICTIVE_CARBON_AWARE,"(58,)",SMALL,19.96666671434833,20.38,0.902194641970654,109.98333335717416,109.98333335717416,0.0,100.0
25,TempoSight,NAIVE_CARBON_AWARE,"(58,)",SMALL,20.391666746136668,20.8,0.8953597633474356,110.19583337306833,110.19583337306833,0.0,100.0
26,TempoSight,GREEN_OBLIVIOUS,"(58,)",SMALL,19.904999987281666,20.05,0.027480068136143888,109.95249999364083,46.991081796683645,62.96141819695718,42.737620153613065
27,TempoSight,PREDICTIVE_CARBON_AWARE,"(60,)",SMALL,19.50333326658,20.64,0.8879876130725277,109.75166663329,109.75166663329,0.0,100.0
28,TempoSight,NAIVE_CARBON_AWARE,"(60,)",SMALL,20.228333234795,20.45,0.676903536991211,110.1141666173975,91.90169005871527,18.212476558682226,83.46036925297426
29,TempoSight,GREEN_OBLIVIOUS,"(60,)",SMALL,20.228333234795,20.45,0.676903536991211,110.1141666173975,91.90169005871527,18.212476558682226,83.46036925297426
30,TempoSight,PREDICTIVE_CARBON_AWARE,"(77,)",SMALL,23.178333393731663,23.11,0.9333422966820039,111.5891666968658,111.5891666968658,0.0,100.0
31,TempoSight,NAIVE_CARBON_AWARE,"(77,)",SMALL,23.178333393731663,23.11,0.9333422966820039,111.5891666968658,111.5891666968658,0.0,100.0
