,algorithm,policy,workload_type,avg_cpu_actual,avg_cpu_predicted,avg_solar_pv,energy_consumed_wh,green_energy_wh,grid_energy_wh,geuf_percentage,data_type
0,TempoSight,GREEN_OBLIVIOUS,LARGE,38.04134804397013,42.95956,0.13286491975438,471.1860661978656,113.17424840661876,358.0118177912468,25.598150394019775,machine_averaged
1,TempoSight,NAIVE_CARBON_AWARE,LARGE,40.43608908346236,40.00893,0.11704712613174315,481.9624008755806,105.98810353472481,375.9742973408558,21.833009661546914,machine_averaged
2,TempoSight,PREDICTIVE_CARBON_AWARE,LARGE,38.20033497346748,43.086395,0.14414253468255547,471.90150738060356,117.6352363969061,354.2662709836975,26.38715794700694,machine_averaged
