,algorithm,policy,workload_type,avg_cpu_actual,avg_cpu_predicted,avg_solar_pv,energy_consumed_wh,green_energy_wh,grid_energy_wh,geuf_percentage,data_type
0,TempoSight,GREEN_OBLIVIOUS,LARGE,12.759182663690476,40.302734,0.0,357.4163219866071,0.0,357.4163219866071,0.0,machine_averaged
1,TempoSight,NAIVE_CARBON_AWARE,LARGE,51.57305555555556,50.7,0.31262338962110836,532.07875,206.1440518401952,325.9346981598047,34.363748429204435,machine_averaged
2,TempoSight,PREDICTIVE_CARBON_AWARE,LARGE,16.760388082837302,67.75586,0.27816633957791886,375.4217463727678,140.8574689884227,234.56427738434513,36.04175476946515,machine_averaged
