,algorithm,policy,machine_id,workload_type,avg_cpu_actual,avg_cpu_predicted,avg_solar_pv,energy_consumed_wh,green_energy_wh,grid_energy_wh,geuf_percentage
12,TempoSight,PREDICTIVE_CARBON_AWARE,"(346,)",LARGE,40.53999996185,40.4,0.011296649859828615,482.42999982832504,82.2098587450019,400.2201410833231,17.04078493755709
13,TempoSight,NAIVE_CARBON_AWARE,"(346,)",LARGE,40.00611111322834,39.94,0.013428785691119749,480.02750000952756,94.36069214509523,385.66680786443226,19.657351327418194
14,TempoSight,GREEN_OBLIVIOUS,"(346,)",LARGE,40.53999996185,40.4,0.011296649859828615,482.42999982832504,82.2098587450019,400.2201410833231,17.04078493755709
15,TempoSight,PREDICTIVE_CARBON_AWARE,"(584,)",LARGE,40.11055545806667,40.12,0.013428785691119749,480.49749956129995,93.42069175408773,387.0768078072123,19.442492799521734
16,TempoSight,NAIVE_CARBON_AWARE,"(584,)",LARGE,40.11055545806667,40.12,0.013428785691119749,480.49749956129995,93.42069175408773,387.0768078072123,19.442492799521734
17,TempoSight,GREEN_OBLIVIOUS,"(584,)",LARGE,40.11055545806667,40.12,0.013428785691119749,480.49749956129995,93.42069175408773,387.0768078072123,19.442492799521734
18,TempoSight,NAIVE_CARBON_AWARE,"(616,)",LARGE,40.03546291633592,39.8,0.0,480.15958312351165,0.0,480.15958312351165,0.0
19,TempoSight,PREDICTIVE_CARBON_AWARE,"(730,)",LARGE,42.271111149262225,40.3,0.7852958960057428,490.22000017167994,473.4003921049049,16.819608066775114,96.5689673899709
20,TempoSight,NAIVE_CARBON_AWARE,"(730,)",LARGE,42.25555558735,40.38,0.7856487709613386,490.150000143075,473.33039207629986,16.819608066775114,96.56847739225431
21,TempoSight,GREEN_OBLIVIOUS,"(730,)",LARGE,41.93388892280112,40.03,0.7774681771442032,488.702500152605,471.8828920858299,16.819608066775114,96.55831348079396
22,TempoSight,PREDICTIVE_CARBON_AWARE,"(793,)",LARGE,40.181666692096115,40.0,0.013428785691119749,480.81750011443256,95.95819194482023,384.85930816961223,19.95730020683161
23,TempoSight,NAIVE_CARBON_AWARE,"(793,)",LARGE,40.181666692096115,40.0,0.013428785691119749,480.81750011443256,95.95819194482023,384.85930816961223,19.95730020683161
24,TempoSight,GREEN_OBLIVIOUS,"(793,)",LARGE,40.181666692096115,40.0,0.013428785691119749,480.81750011443256,95.95819194482023,384.85930816961223,19.95730020683161
25,TempoSight,PREDICTIVE_CARBON_AWARE,"(810,)",LARGE,40.197222169238884,40.16,0.02331597954846086,480.88749976157493,172.34958843548077,308.5379113260942,35.83989779749569
26,TempoSight,NAIVE_CARBON_AWARE,"(810,)",LARGE,40.197222169238884,40.16,0.02331597954846086,480.88749976157493,172.34958843548077,308.5379113260942,35.83989779749569
27,TempoSight,GREEN_OBLIVIOUS,"(810,)",LARGE,40.197222169238884,40.16,0.02331597954846086,480.88749976157493,172.34958843548077,308.5379113260942,35.83989779749569
28,TempoSight,PREDICTIVE_CARBON_AWARE,"(811,)",LARGE,42.147083319559584,41.88,0.7852958960057428,489.6618749380181,465.30023608044826,24.361638857569808,95.02480382801835
29,TempoSight,NAIVE_CARBON_AWARE,"(811,)",LARGE,42.147083319559584,41.88,0.7852958960057428,489.6618749380181,465.30023608044826,24.361638857569808,95.02480382801835
30,TempoSight,GREEN_OBLIVIOUS,"(811,)",LARGE,39.78652774493013,40.06,0.6739507200899866,479.03937485218563,391.0034402662776,88.035934585908,81.62240116210224
31,TempoSight,NAIVE_CARBON_AWARE,"(823,)",LARGE,41.16777798334999,38.62,0.7852958960057428,485.255000925075,471.8402892300546,13.414711695020399,97.2355335505153
32,TempoSight,PREDICTIVE_CARBON_AWARE,"(983,)",LARGE,0.7255555583369111,87.56,0.7825690314000311,303.2650000125161,300.3293139638392,2.935686048676878,99.03197334062428
