,algorithm,policy,machine_id,workload_type,avg_cpu_actual,avg_cpu_predicted,avg_solar_pv,energy_consumed_wh,green_energy_wh,grid_energy_wh,geuf_percentage
0,TempoSight,PREDICTIVE_CARBON_AWARE,"(1,)",MEDIUM,35.09583333332917,35.5,0.0,270.1916666666583,0.0,270.1916666666583,0.0
1,TempoSight,NAIVE_CARBON_AWARE,"(1,)",MEDIUM,35.09583333332917,35.5,0.0,270.1916666666583,0.0,270.1916666666583,0.0
2,TempoSight,GREEN_OBLIVIOUS,"(1,)",MEDIUM,30.245833365118333,30.17,0.0,260.49166673023666,0.0,260.49166673023666,0.0
3,TempoSight,PREDICTIVE_CARBON_AWARE,"(4,)",MEDIUM,29.474166742959998,30.14,0.00244779047362397,258.94833348592,18.97244385403974,239.97588963188025,7.326729467085504
4,TempoSight,NAIVE_CARBON_AWARE,"(4,)",MEDIUM,30.339166720708334,30.89,0.0008233448094331232,260.67833344141667,11.098744768550741,249.57958867286592,4.25763991277204
5,TempoSight,GREEN_OBLIVIOUS,"(4,)",MEDIUM,29.474166742959998,30.14,0.00244779047362397,258.94833348592,18.97244385403974,239.97588963188025,7.326729467085504
6,TempoSight,PREDICTIVE_CARBON_AWARE,"(9,)",MEDIUM,35.7491666317025,36.72,0.0,271.498333263405,0.0,271.498333263405,0.0
7,TempoSight,NAIVE_CARBON_AWARE,"(9,)",MEDIUM,35.7491666317025,36.72,0.0,271.498333263405,0.0,271.498333263405,0.0
8,TempoSight,GREEN_OBLIVIOUS,"(9,)",MEDIUM,29.999166520440827,30.31,0.0,259.9983330408817,0.0,259.9983330408817,0.0
9,TempoSight,PREDICTIVE_CARBON_AWARE,"(25,)",MEDIUM,30.641666539507497,30.64,0.8756329497264108,261.28333307901494,261.28333307901494,0.0,100.0
10,TempoSight,NAIVE_CARBON_AWARE,"(25,)",MEDIUM,30.641666539507497,30.64,0.8756329497264108,261.28333307901494,261.28333307901494,0.0,100.0
11,TempoSight,GREEN_OBLIVIOUS,"(25,)",MEDIUM,30.164583277700416,30.0,0.7109961933211251,260.32916655540083,241.18289456396485,19.14627199143596,92.64536039323836
12,TempoSight,PREDICTIVE_CARBON_AWARE,"(47,)",MEDIUM,30.287499984103334,30.25,0.8656533292512298,260.5749999682066,258.3370790309699,2.2379209372367477,99.14116053439133
13,TempoSight,NAIVE_CARBON_AWARE,"(47,)",MEDIUM,30.287499984103334,30.25,0.8656533292512298,260.5749999682066,258.3370790309699,2.2379209372367477,99.14116053439133
14,TempoSight,GREEN_OBLIVIOUS,"(47,)",MEDIUM,29.65916676521333,30.17,0.08576790587138833,259.3183335304267,102.53479849601113,156.78353503441554,39.540127032314274
15,TempoSight,PREDICTIVE_CARBON_AWARE,"(48,)",MEDIUM,31.944583153723745,30.38,0.020143178536679622,263.88916630744745,79.43755348337484,184.45161282407264,30.10262020034013
16,TempoSight,NAIVE_CARBON_AWARE,"(48,)",MEDIUM,30.167708170414794,29.14,0.03211559995571347,260.33541634082957,130.1804206844982,130.15499565633138,50.004883128950375
17,TempoSight,GREEN_OBLIVIOUS,"(48,)",MEDIUM,31.63708318869375,30.31,0.007575756540456939,263.2741663773875,36.76949078285023,226.50467559453728,13.966235764333748
